Solar_Irradiance_kWh_m2,Temperature_C,Wind_Speed_mps,Relative_Humidity_%,Panel_Tilt_deg,Panel_Azimuth_deg,Plane_of_Array_Irradiance,Cell_Temperature_C,Power_Output_W,Efficiency
5.745071229516849,30.626122513239537,2.2782624466627466,47.64096769542,21.182568906315016,192.6562514087707,5.7438475782865215,210.12135933469335,0.4292962825742703,0.04671261619612387
4.792603548243223,27.852972294373735,3.176820872139398,49.21335822826221,34.13794795586916,99.64378072933343,4.647437754289172,173.08540211591034,0.5456352959075147,0.07337850060840531
5.971532807151039,30.611487515161418,2.4533199154127345,90.74718143678889,19.433711930757788,115.28982176319312,5.971241143807238,217.21277325913763,0.3975108087185916,0.041606798898505624
7.284544784612038,32.716490145181936,2.728344889673947,60.01024228436224,16.455670331499576,202.05889131836048,7.270611391814671,259.9230961393904,0.12628029192450355,0.01085536984648407
4.648769937914996,30.24430035162852,4.673452090298537,71.73195002297189,16.086676101669003,127.40829146259046,4.637931029485049,175.1796450230363,0.533329829823597,0.07187064589824317
4.648794564576229,30.202958456019413,4.3404610517903475,48.13650927498671,21.444115317603355,180.73261435471636,4.647318022416416,175.4316466565324,0.5330601250046471,0.07168920476609013
7.368819223261087,26.490041560966223,1.7004187630724024,48.30220580667542,28.9880037179236,188.07870348529082,7.278338025171887,253.9381048475877,0.17659652241022353,0.015164563207536806
6.151152093729364,26.68549541224526,3.8297324178791747,76.22977213874913,15.149704604711829,141.0312942487691,6.129124948615109,218.22065005646743,0.4009049053114215,0.04088112779060728
4.295788421097572,22.986973641001534,3.811396554491592,39.756356826727014,27.732403178519203,260.7165279974687,4.256727961408613,156.00972243502068,0.5834986463769056,0.08567298726772966
5.8138400653789475,38.7478837159347,1.8517367112473817,53.77179348142093,10.528745583735407,241.64353923040352,5.734587440763681,217.95374123979974,0.376861546401177,0.04107330183085588
4.304873460781307,23.780683823043574,3.818777643754861,60.51041116608348,20.47332444959865,220.02723137390373,4.304726567971951,158.30338907216705,0.5787037456742343,0.08402154766901467
4.301405369644614,26.53547401102046,4.537931918412553,61.67058902760078,29.396626630069672,104.03889595369364,4.243688148637719,159.15072865594917,0.5663556631653854,0.08341146308308053
5.362943407349051,26.40796367215401,1.8774551937555861,57.313600724757656,18.468323894360786,109.1034034756235,5.361027228842748,193.9400645734899,0.5006183281801982,0.05836314670298701
2.1300796330133034,34.474621884722204,2.0824971789857365,65.93729671643885,24.09342753613499,178.70064225569203,2.1246457528402862,100.86980166098115,0.4261996642662524,0.12537370592332595
2.4126232512304506,28.52525160853986,4.017661466843503,70.39283633726717,15.12448082064777,118.92840285437742,2.4038936599243566,103.646928481176,0.4745255756920311,0.12337417941690054
4.1565687061385415,36.23871036336867,3.271495310825648,71.01956318188995,28.549884778154308,266.08778343530537,4.1103759173283745,164.68795777988038,0.5223444039162899,0.07942465832163172
3.480753319498364,26.63254687878066,3.5514762752395233,45.2129428699826,11.306977581718991,118.53364212493369,3.440767470598375,134.1565303349799,0.5582702924577909,0.1014072797386363
5.471370998892911,31.39497081111901,3.3405892164004967,55.73767353106804,31.313566121887508,177.74421038351534,5.3650526100155345,199.05286487410447,0.46939435261100726,0.05468193092049162
3.6379638867181834,25.823264733701215,3.390695920928144,77.92144292815406,14.954909660541704,155.54179023147097,3.623869687871911,139.06919247969844,0.5674700540399293,0.09787016453518763
2.881544447997063,40.72574563886694,1.673527871688917,73.41970781360808,31.85995079270827,205.08955586173764,2.8200317752407353,128.85173861513994,0.47478843763372097,0.1052267248758361
7.198473153382331,24.062007904852436,4.047317706621448,39.407108227784036,18.81323103251293,113.22655360009648,7.196929030123392,248.96604009620842,0.2158439751943671,0.01874444950291327
4.661335549270197,31.549103551135136,4.169589992427774,65.27219850528303,28.067089361862166,167.45695704763037,4.615208967338025,175.77438378044843,0.5275548907385653,0.07144243400321265
5.101292307031886,33.168884404660496,2.7706092559319724,30.326621259377845,17.98063244465471,139.44690590528586,5.0981242664140325,192.48526773009903,0.4846122534779588,0.05941059995093917
2.8628777206798146,32.06899548725749,2.9565230501861377,60.704023530905545,32.647791780866186,249.79527444090385,2.793408458166151,119.36300980494971,0.5008408529061609,0.11205860786833129
4.183425913212226,29.073561705611457,1.4688924974442779,88.46650525118966,13.165928137959359,97.30542818424512,4.15370234456017,158.87675997311678,0.5556572632599416,0.08360872023890459
5.166383884564799,29.35089650133287,3.5142547560178348,45.78160924096521,14.462994731814968,254.47094892116266,5.142277989224781,190.04708366460727,0.50325294158432,0.0611660923272663
3.2735096338665457,30.219057359895547,3.572057441714144,47.48515431762627,22.325753128970057,239.93894493954008,3.2708130995154785,132.43196671975426,0.5371930262306148,0.1026489643472038
5.563547027518508,29.264989991857558,2.937808983000689,71.4604467235929,12.048460975953653,143.56272895934677,5.5100559019609054,201.45423692813586,0.4668379382918516,0.052952943405344025
4.099041965121793,34.81939558397455,4.1243533598705024,36.85797727185531,14.899504617544048,232.07231784187886,4.082810975488706,162.40723856799661,0.52956859637971,0.08106677582127494
4.562459375310085,41.05261500795676,2.6659227690200593,50.50867455172441,33.59415955530036,95.61844086097456,4.434641915027984,179.63517485258126,0.48719099614240263,0.06866266442911094
4.097440081655905,27.212541074960832,3.5646059258936003,68.9466170637263,34.41224152869718,264.03579905281083,3.9684936635465706,151.22796806079117,0.5658491801952391,0.08911584896133189
7.778417276763406,23.150985102104613,1.9803356613078844,50.48571228465895,19.40648323326055,184.78708966616207,7.777999948231291,266.21348348433247,0.07872943680460275,0.006326291382932443
